"id","ra","dec","nvote","p_e","p_s","type","class"
587727178450665600,"00:10:51.39","-10:46:18.9",30,0.2,0.3,"U","U"
587727178450665600,"00:10:53.39","-10:42:07.0",28,0.685,0.257,"U","U"
587727178450665600,"00:11:22.37","-10:43:14.2",37,0.548,0.117,"U","U"
587727178451058944,"00:14:56.97","-10:50:09.2",29,0.897,0.069,"E","E3"
587727180060885248,"00:07:28.25","-09:25:03.8",53,0.453,0.472,"U","U"
587727180598280320,"00:12:15.01","-09:00:03.8",42,0.018,0.982,"S","EDGE"
587727180598280320,"00:12:15.32","-08:59:16.2",36,0.106,0.628,"U","U"
587727180598280320,"00:12:32.55","-09:02:08.0",22,0.135,0.809,"S","EDGE"
587727180598280320,"00:12:33.25","-09:04:42.2",28,0.786,0,"U","U"
587727221413708032,"00:01:47.08","+14:20:51.9",22,0.337,0.347,"U","U"
587727221413708032,"00:01:49.53","+14:26:22.9",29,0.517,0.407,"U","U"
587727221413708032,"00:01:49.78","+14:30:48.0",52,0.839,0.161,"U","U"
587727221413708032,"00:01:51.33","+14:27:54.1",27,0.126,0.768,"S","EDGE"
587727221413708032,"00:01:57.28","+14:30:48.5",59,0.103,0.828,"U","U"
587727221950578816,"00:01:44.57","+14:53:51.5",29,0.791,0.209,"U","U"
587727221950578816,"00:01:55.08","+14:51:08.8",25,0.027,0.973,"S","CW"
587727222487646464,"00:03:36.64","+15:10:44.8",31,0.218,0.519,"U","U"
587727223024779392,"00:05:38.62","+15:39:03.1",34,0.034,0.966,"S","EDGE"
587727223024779392,"00:05:39.74","+15:46:06.4",29,0.69,0.103,"U","U"
587727223024779392,"00:06:02.65","+15:47:30.2",30,0.687,0.113,"U","U"
587727223024779520,"00:05:42.77","+15:41:03.9",51,0.023,0.956,"S","ACW"
587727223024779520,"00:05:42.80","+15:48:05.3",23,0.446,0.34,"U","U"
587727223024779520,"00:05:45.02","+15:42:05.9",27,0.754,0.162,"U","U"
587727223024779520,"00:05:48.59","+15:36:33.1",30,0.009,0.956,"S","EDGE"
587727223024779520,"00:05:50.86","+15:39:44.1",25,0,0.96,"S","CW"
587727223024779520,"00:05:57.54","+15:41:55.2",32,0.873,0.127,"E","E6"
587727223024779520,"00:06:00.39","+15:40:39.6",36,0.036,0.895,"S","EDGE"
587727223024779520,"00:06:02.25","+15:41:59.9",27,0.078,0.922,"S","EDGE"
587727223024779648,"00:05:52.08","+15:42:54.2",26,0.156,0.611,"U","U"
587727223024779648,"00:05:55.92","+15:37:57.0",54,0.056,0.846,"S","EDGE"
587727223561519360,"00:04:47.27","+16:10:01.0",29,0.016,0.984,"S","EDGE"
587727223561519360,"00:04:48.95","+16:11:31.4",25,0.41,0.378,"U","U"
587727223561519360,"00:04:51.89","+16:10:30.7",25,0.565,0.317,"U","U"
587727223561519360,"00:04:55.84","+16:12:19.0",30,0.716,0.234,"U","U"
587727223561519360,"00:04:56.88","+16:04:53.0",23,0.262,0.157,"U","U"
587727225154502784,"00:11:14.38","-11:01:59.0",53,0,0.962,"S","ACW"
587727225154502784,"00:11:34.23","-10:58:49.6",55,0.535,0.336,"U","U"
587727225154502784,"00:11:40.48","-10:52:55.3",26,0.81,0.071,"U","U"
587727225154502784,"00:11:43.16","-10:56:47.9",61,0.905,0.043,"E","E7"
587727225691373696,"00:11:30.53","-10:33:18.5",59,0.334,0.629,"S","EDGE"
587727225691373696,"00:11:38.91","-10:35:29.9",57,0.897,0.05,"E","E3"
587727226227261568,"00:02:10.27","-10:03:19.0",36,0.262,0.68,"U","U"
587727226227261568,"00:02:16.73","-10:03:31.9",21,0.162,0.838,"S","EDGE"
587727226227261568,"00:02:19.55","-10:01:11.5",30,0.177,0.721,"S","EDGE"
587727226764918912,"00:09:43.70","-09:38:17.5",36,0.647,0.153,"U","U"
587727227301068928,"00:03:15.41","-09:18:36.6",65,0.689,0.171,"U","U"
587727227837808768,"00:01:34.91","-08:51:54.8",31,0.511,0.199,"U","U"
587727227837808768,"00:01:50.18","-08:47:42.7",26,0.368,0.472,"U","U"
587727227838398592,"00:07:07.20","-08:49:20.2",31,0.253,0.652,"U","U"
587727227838398592,"00:07:15.05","-08:50:16.8",26,0.128,0.643,"U","U"
587727227838398592,"00:07:15.90","-08:51:17.9",54,0.2,0.618,"U","U"
587727227838398592,"00:07:19.76","-08:51:37.2",50,0.72,0.14,"U","U"
587727227839119488,"00:14:12.84","-08:53:35.3",37,0.892,0,"E","E0"
587727227839512704,"00:17:22.11","-08:44:49.6",34,0.229,0.375,"U","U"
587727227839512704,"00:17:23.53","-08:51:38.3",41,0.365,0.556,"U","U"
587727227839512704,"00:17:40.52","-08:54:58.2",23,0.043,0.957,"S","ACW"
587727227839512704,"00:17:42.15","-08:53:05.0",39,0.75,0.129,"U","U"
587727227839512704,"00:17:54.20","-08:50:06.8",32,0.234,0.731,"S","EDGE"
587730773888925952,"00:01:23.90","+14:33:13.4",62,0.176,0.54,"U","U"
587730773888925952,"00:01:29.34","+14:43:35.3",54,0.027,0.973,"S","EDGE"
587730773888925952,"00:01:35.20","+14:32:36.8",26,0.378,0.484,"U","U"
587730773888925952,"00:01:35.60","+14:39:33.8",31,0.871,0.065,"U","U"
587730773889253504,"00:04:29.83","+14:34:39.7",33,0.084,0.871,"S","EDGE"
587730773889253504,"00:04:41.02","+14:39:30.0",61,0.475,0.426,"U","U"
587730773889253504,"00:04:51.90","+14:36:15.6",35,0.034,0.966,"S","EDGE"
587730774426779904,"00:10:54.90","+15:04:20.2",61,0.393,0.515,"U","U"
587730774426779904,"00:10:56.02","+15:04:39.9",35,0.818,0.154,"U","U"
587730774426779904,"00:11:03.15","+15:10:31.7",41,0.111,0.806,"S","EDGE"
587730774962733312,"00:01:57.95","+15:28:21.2",35,0.914,0.086,"E","E0"
587730774962733312,"00:01:58.42","+15:30:14.6",33,0.085,0.915,"S","EDGE"
587730774962733312,"00:02:08.30","+15:26:58.7",29,0.221,0.644,"U","U"
587730774962733312,"00:02:10.69","+15:25:57.0",27,0.139,0.733,"U","U"
587730774962733312,"00:02:10.75","+15:23:42.7",28,0.806,0.123,"U","U"
587730774962733312,"00:02:22.04","+15:25:11.1",33,0.767,0.111,"U","U"
587730774963781888,"00:12:03.61","+15:28:49.1",36,0.626,0.344,"U","U"
587730774963781888,"00:12:15.83","+15:28:16.8",40,0.203,0.734,"S","ACW"
587730775499800832,"00:04:13.15","+15:57:34.4",27,0.589,0.371,"U","U"
587730775499800832,"00:04:13.38","+15:50:39.9",71,0.361,0.587,"U","U"
587731186204475648,"00:04:56.79","-00:05:16.6",34,0.735,0.059,"U","U"
587731186204475648,"00:05:12.07","-00:09:02.6",24,0.939,0.061,"E","E1"
587731186204475648,"00:05:19.41","-00:05:24.7",31,0.009,0.959,"S","ACW"
587731186205524096,"00:14:25.56","-00:04:07.4",34,0.184,0.653,"U","U"
587731186205524096,"00:14:25.56","-00:08:29.4",48,0.055,0.897,"U","U"
587731186205524096,"00:14:26.41","-00:10:54.0",24,0.375,0.583,"U","U"
587731186205524096,"00:14:32.97","-00:10:31.1",36,0.44,0.453,"U","U"
587731186205524096,"00:14:34.70","-00:00:45.0",27,1,0,"E","E6"
587731186205524096,"00:14:41.63","-00:08:05.4",28,0.929,0.036,"E","E0"
587731186205524096,"00:14:41.86","-00:02:54.8",23,0.047,0.953,"S","EDGE"
587731186205524096,"00:14:46.70","-00:02:30.6",26,0.241,0.759,"U","U"
587731186205589632,"00:15:05.87","-00:00:22.6",21,0,1,"S","EDGE"
587731186205589632,"00:15:09.84","-00:01:53.2",61,0.754,0.228,"U","U"
587731186205589632,"00:15:35.74","-00:09:44.8",20,0.102,0.769,"U","U"
587731186205786240,"00:16:49.80","-00:00:16.9",60,0.524,0.268,"U","U"
587731186205786240,"00:16:54.92","-00:05:17.6",42,0.024,0.976,"S","CW"
587731186205786240,"00:16:55.99","-00:06:57.4",49,0.079,0.87,"S","EDGE"
587731186205786240,"00:17:07.43","-00:08:30.2",51,0.092,0.841,"U","U"
587731186205786240,"00:17:09.89","-00:07:18.6",61,0.984,0,"E","E0"
587731186205786240,"00:17:24.93","-00:00:41.2",32,0.369,0.398,"U","U"
587731186741018880,"00:02:01.83","+00:20:49.2",56,0.857,0.054,"E","E1"
587731186741084288,"00:02:38.70","+00:23:09.9",36,0.779,0.161,"U","U"
587731186741084288,"00:02:59.42","+00:18:15.6",56,0.523,0.378,"U","U"
587731187278872832,"00:10:53.83","+00:48:12.7",37,0.045,0.894,"S","CW"
587731187278872832,"00:11:05.60","+00:47:29.8",32,0.143,0.708,"U","U"
587731187278872832,"00:11:24.58","+00:42:07.3",53,0.675,0.206,"U","U"
587731187816136832,"00:14:27.31","+01:07:34.3",22,0.708,0.292,"U","U"
587731187816136832,"00:14:56.53","+01:08:23.6",48,0.042,0.938,"S","CW"
587731187816136832,"00:14:59.37","+01:05:11.7",35,0.786,0.128,"U","U"
588013383280492672,"12:11:35.96","+52:30:52.0",62,0.094,0.813,"U","U"
588013383280492672,"12:11:50.63","+52:29:51.5",60,0.041,0.941,"S","ACW"
588015508197015680,"00:12:26.83","-00:48:19.4",33,0.606,0.212,"U","U"
588015508197015680,"00:12:35.57","-00:48:09.2",23,0.077,0.814,"U","U"
588015508197933312,"00:21:23.41","-00:49:32.9",51,0.927,0.033,"E","E3"
588015508734541952,"00:18:31.86","-00:13:14.8",52,0.631,0.223,"U","U"
588015508734541952,"00:18:35.60","-00:12:39.0",26,0.042,0.958,"S","EDGE"
588015508734541952,"00:18:41.34","-00:24:08.1",30,0.051,0.783,"S","CW"
588015508734541952,"00:18:47.30","-00:12:58.2",57,0.284,0.498,"U","U"
588015508734738560,"00:20:21.35","-00:15:11.5",59,0.782,0.082,"U","U"
588015508734738560,"00:20:26.72","-00:17:33.4",34,0.106,0.894,"S","EDGE"
588015510343975168,"00:08:07.11","+00:59:26.5",29,0.322,0.609,"U","U"
588015510344368256,"00:11:17.02","+01:02:24.0",32,0.293,0.512,"U","U"
588015510344368256,"00:11:22.16","+01:00:42.3",27,0.67,0.143,"U","U"
588290879491080320,"00:12:26.68","+14:08:00.2",34,0.078,0.844,"U","U"
588290881370062976,"00:12:23.99","+15:22:08.4",52,0.014,0.964,"S","EDGE"
587724197202231424,"00:43:27.74","+13:45:01.9",28,0.214,0.786,"U","U"
587724197202231424,"00:43:35.70","+13:47:05.8",39,0.182,0.764,"S","EDGE"
587724197739036928,"00:43:23.23","+14:05:16.1",29,0.487,0.447,"U","U"
587724197739036928,"00:43:23.24","+14:10:52.7",47,0.081,0.876,"S","CW"
587724197740740736,"00:58:53.53","+14:05:31.4",51,0.902,0.039,"E","E5"
587724197740740736,"00:58:57.92","+14:07:48.0",54,0.226,0.651,"U","U"
587724197740740736,"00:58:58.98","+14:06:10.7",29,0.069,0.931,"S","CW"
587724197740740736,"00:59:05.53","+14:07:42.8",65,0.021,0.962,"S","EDGE"
587724197740740736,"00:59:10.67","+14:01:58.1",28,0.094,0.725,"U","U"
587724197740740736,"00:59:19.84","+14:06:52.6",48,0.214,0.786,"S","EDGE"
587724198277677184,"00:59:36.27","+14:33:31.4",27,0.407,0,"U","U"
587724198813499648,"00:50:13.55","+15:00:27.9",39,0.103,0.821,"S","ACW"
587724199352008960,"01:05:37.59","+15:16:21.6",33,0.788,0.182,"U","U"
587724199352008960,"01:05:40.34","+15:10:58.1",47,0.716,0.196,"U","U"
587724199888748672,"01:04:07.89","+15:36:01.1",40,0.37,0.588,"U","U"
587724199888748672,"01:04:14.36","+15:39:17.4",68,0.843,0.023,"E","E7"
587724199888748672,"01:04:15.20","+15:46:55.1",29,0.21,0.633,"U","U"
587724199888748672,"01:04:21.89","+15:39:13.5",41,0.919,0.081,"E","E7"
587724199888748672,"01:04:23.41","+15:46:50.7",64,0.029,0.971,"S","ACW"
587724199888748672,"01:04:31.02","+15:43:19.6",56,0.55,0.319,"U","U"
587724199888748672,"01:04:35.80","+15:36:35.0",36,1,0,"E","E2"
587724199888748672,"01:04:40.47","+15:36:13.1",31,0.296,0.616,"U","U"
587724231564460160,"00:44:35.05","+14:02:01.6",39,0.562,0.158,"U","U"
587724232101658752,"00:48:05.76","+14:25:35.0",26,0.885,0.038,"E","E7"
587724232639709312,"00:59:01.59","+14:40:59.9",37,0.859,0.141,"U","U"
587724232639709312,"00:59:03.44","+14:45:34.9",20,0.771,0.229,"U","U"
587724232639709312,"00:59:25.15","+14:37:53.0",78,0.221,0.67,"U","U"
587724232639971456,"01:01:44.01","+14:42:08.6",34,0.724,0.07,"U","U"
587724232639971456,"01:01:49.54","+14:33:08.1",35,0.725,0.118,"U","U"
587724232639971456,"01:01:52.30","+14:44:56.3",25,0.52,0.4,"U","U"
587724232639971456,"01:01:55.97","+14:44:10.4",27,0.519,0,"U","U"
587724233174941952,"00:43:49.50","+15:08:47.2",24,0.372,0.578,"U","U"
587724233174941952,"00:43:54.14","+15:14:40.2",32,0.844,0.031,"E","E5"
587724233174941952,"00:44:02.77","+15:18:22.4",34,0.242,0.758,"S","EDGE"
587724234249339136,"00:50:14.44","+15:57:14.0",34,0.4,0.424,"U","U"
587724234249339136,"00:50:16.55","+16:07:05.9",49,0.753,0.151,"U","U"
587724234249339136,"00:50:17.38","+16:04:26.7",59,0.415,0.409,"U","U"
587724234249339136,"00:50:24.17","+16:06:55.1",37,0.73,0.162,"U","U"
587727178451845248,"00:21:57.54","-10:39:57.3",41,0.931,0.044,"E","E2"
587727178451845248,"00:22:00.60","-10:38:36.3",41,0.099,0.711,"U","U"
587727178451845248,"00:22:07.51","-10:41:58.4",36,0.072,0.892,"S","ACW"
587727178454073856,"00:42:56.90","-10:39:59.5",69,0.047,0.772,"U","U"
587727178989502592,"00:29:24.52","-10:14:04.8",39,0.016,0.957,"S","EDGE"
587727178989502592,"00:29:39.73","-10:24:06.1",34,0.243,0.757,"U","U"
587727178991403008,"00:46:56.63","-10:10:42.3",50,0.071,0.747,"U","U"
587727178991403008,"00:47:08.78","-10:10:09.0",24,0.922,0.078,"E","E5"
587727178992255104,"00:54:52.71","-10:17:04.1",29,0.052,0.865,"U","U"
587727178992255104,"00:54:54.30","-10:14:02.1",43,0.194,0.63,"U","U"
587727178992255104,"00:54:57.06","-10:08:23.9",56,0.076,0.878,"S","EDGE"
587727178992255104,"00:55:07.11","-10:17:06.3",46,0,0.957,"S","CW"
587727179527159936,"00:36:45.19","-09:49:12.7",33,0.151,0.614,"U","U"
587727180062523520,"00:22:28.08","-09:30:09.7",30,0.026,0.974,"S","EDGE"
587727180062523520,"00:22:29.99","-09:33:09.5",50,0.089,0.718,"U","U"
587727180062523520,"00:22:52.62","-09:24:24.3",37,0.622,0.027,"U","U"
587727180063113344,"00:28:01.16","-09:33:22.1",57,0.842,0.035,"E","E0"
587727180063113344,"00:28:17.87","-09:29:34.3",34,0,1,"S","CW"
587727180063768704,"00:33:57.80","-09:30:28.5",29,0.369,0.428,"U","U"
587727180063768704,"00:33:59.16","-09:22:42.9",24,0.868,0.09,"U","U"
587727180063768704,"00:34:00.20","-09:31:46.9",57,0.071,0.843,"S","EDGE"
587727180063768704,"00:34:01.25","-09:27:14.2",23,0.446,0.505,"U","U"
587727180063768704,"00:34:14.46","-09:25:02.5",26,0.766,0.08,"U","U"
587727180063768704,"00:34:18.42","-09:22:08.8",70,0.786,0.071,"U","U"
587727180064489728,"00:40:42.49","-09:25:31.6",28,0.058,0.824,"U","U"
587727180064620672,"00:41:50.17","-09:25:47.5",27,1,0,"E","E4"
587727180064620672,"00:41:50.35","-09:28:18.2",60,0.521,0.354,"U","U"
587727180064620672,"00:41:50.38","-09:19:37.7",32,0.719,0,"U","U"
587727180064620672,"00:41:51.91","-09:31:58.4",46,0.732,0.116,"U","U"
587727180064620672,"00:41:52.84","-09:21:30.3",28,0.677,0.287,"U","U"
587727180064620672,"00:41:54.56","-09:20:21.8",29,0.228,0.611,"U","U"
587727180064620672,"00:41:56.35","-09:22:56.7",65,0.776,0.116,"U","U"
587727180064620672,"00:42:03.27","-09:28:15.8",55,0.982,0,"E","E5"
587727180064620672,"00:42:04.17","-09:25:41.5",53,0.683,0.135,"U","U"
587727180064620672,"00:42:05.03","-09:32:04.0",26,0,1,"S","ACW"
587727180064620672,"00:42:07.62","-09:28:35.6",30,0.485,0.446,"U","U"
587727180064620672,"00:42:09.05","-09:26:01.5",29,0.722,0.206,"U","U"
587727180064620672,"00:42:11.05","-09:30:30.2",38,0.573,0.398,"U","U"
587727180064620672,"00:42:11.75","-09:27:32.8",34,0.669,0.125,"U","U"
587727180064620672,"00:42:15.31","-09:26:21.5",60,0.668,0.178,"U","U"
587727180064620672,"00:42:17.27","-09:28:47.9",32,0.535,0.465,"U","U"
587727180064620672,"00:42:19.20","-09:23:15.8",56,0.798,0.057,"E","E4"
587727180064620672,"00:42:19.89","-09:25:27.5",58,0.267,0.596,"U","U"
587727180064620672,"00:42:19.97","-09:21:18.8",33,0.775,0.099,"U","U"
587727180065603840,"00:51:06.63","-09:29:00.1",58,0.076,0.873,"S","EDGE"
587727180066586752,"01:00:29.69","-09:19:30.6",52,0.029,0.93,"S","EDGE"
587727180066586752,"01:00:36.27","-09:22:26.1",39,0.123,0.774,"U","U"
587727180066979840,"01:03:53.41","-09:22:16.3",36,0.861,0.111,"U","U"
587727180599263360,"00:21:14.77","-08:58:09.6",27,0.089,0.159,"U","U"
587727180599263360,"00:21:22.10","-09:06:00.4",36,0.01,0.99,"S","EDGE"
587727180603326592,"00:59:00.05","-08:59:19.5",45,0.347,0.233,"U","U"
587727180603326592,"00:59:01.95","-08:50:47.9",30,0.448,0.422,"U","U"
587727225155616896,"00:21:49.88","-10:54:54.7",35,0.828,0.029,"E","E3"
587727225693143168,"00:27:46.96","-10:31:03.4",41,0.676,0.299,"U","U"
587727225693143168,"00:27:48.82","-10:31:21.0",27,0.752,0.184,"U","U"
587727225693143168,"00:27:48.92","-10:33:38.7",52,0.923,0.057,"E","E4"
587727225693143168,"00:28:08.51","-10:34:32.2",35,0.734,0.177,"U","U"
587727225693208704,"00:28:21.68","-10:34:34.5",30,0.031,0.696,"U","U"
587727225693208704,"00:28:31.63","-10:34:02.7",27,0.556,0.148,"U","U"
587727225693536384,"00:31:20.65","-10:35:58.5",63,0.535,0.449,"S","EDGE"
587727225693536384,"00:31:30.89","-10:26:44.3",29,0.24,0.603,"U","U"
587727225693536384,"00:31:31.28","-10:32:39.0",63,0.232,0.662,"S","EDGE"
587727225693536384,"00:31:38.92","-10:33:04.6",58,0.685,0.216,"U","U"
587727225695109376,"00:46:01.60","-10:28:43.0",63,0.014,0.969,"S","EDGE"
587727225695240320,"00:47:13.46","-10:26:48.2",54,0.26,0.366,"U","U"
587727225695240320,"00:47:36.25","-10:26:54.4",47,0.11,0.787,"S","EDGE"
587727225695830144,"00:52:41.37","-10:21:47.4",33,0.232,0.677,"U","U"
587727225696026752,"00:54:28.48","-10:28:48.0",23,0.212,0.637,"U","U"
587727225696026752,"00:54:34.84","-10:21:54.2",20,0.842,0.158,"U","U"
587727225696026752,"00:54:54.63","-10:20:17.5",39,0.897,0,"E","E5"
587727226230800512,"00:35:00.48","-10:11:08.4",30,0.738,0.193,"U","U"
587727226231718144,"00:43:49.77","-10:01:55.1",55,0.076,0.899,"S","CW"
587727226231718144,"00:44:00.89","-10:08:43.7",28,0.182,0.711,"S","EDGE"
587727226231718144,"00:44:03.10","-09:59:23.1",38,0.177,0.69,"U","U"
587727226766360832,"00:23:11.25","-09:38:43.2",27,0.556,0.296,"U","U"
587727226766753920,"00:26:43.51","-09:36:01.5",34,0.005,0.965,"S","EDGE"
587727226766753920,"00:26:47.80","-09:35:54.6",60,0.043,0.877,"S","EDGE"
587727226766753920,"00:26:48.57","-09:34:58.2",56,0.768,0.159,"U","U"
587727226768523520,"00:43:13.55","-09:44:06.5",57,0.044,0.956,"S","ACW"
587727226768523520,"00:43:23.72","-09:41:28.4",60,0.483,0.517,"U","U"
587727226768588928,"00:43:30.49","-09:43:59.4",26,0.666,0.214,"U","U"
587727226768588928,"00:43:37.00","-09:34:25.5",52,0.446,0.498,"U","U"
587727226768588928,"00:43:53.42","-09:32:14.6",29,0.482,0.364,"U","U"
587727226768588928,"00:43:55.10","-09:43:43.6",29,0.724,0.103,"U","U"
587727226768916608,"00:46:58.29","-09:42:39.0",65,0.043,0.908,"S","EDGE"
587727226769440896,"00:51:37.78","-09:29:50.9",29,0.112,0.715,"U","U"
587727226769440896,"00:51:44.19","-09:34:20.7",59,0.665,0.21,"U","U"
587727226770030720,"00:57:10.87","-09:38:59.4",39,0.027,0.973,"S","ACW"
587727226770555008,"01:01:43.34","-09:26:52.1",25,0.383,0.454,"U","U"
587727226770555008,"01:01:56.62","-09:25:36.0",58,0.128,0.694,"U","U"
587727226770555008,"01:01:56.93","-09:29:36.5",66,0.154,0.785,"S","EDGE"
587727226770555008,"01:02:11.23","-09:25:03.7",29,0.577,0.188,"U","U"
587727226770620416,"01:02:20.62","-09:26:02.3",45,0.844,0,"E","E5"
587727226770620416,"01:02:22.27","-09:33:27.0",33,0.066,0.841,"S","EDGE"
587727227304739072,"00:36:45.56","-09:19:56.9",66,0.394,0.318,"U","U"
587727227307753600,"01:05:00.31","-09:00:58.3",66,0.009,0.991,"S","EDGE"
587727227307753600,"01:05:03.44","-08:59:54.6",27,0.464,0.242,"U","U"
587727227307753600,"01:05:04.94","-09:07:12.7",35,0.649,0.263,"U","U"
587727227840233600,"00:24:21.04","-08:56:28.8",44,0.049,0.924,"S","EDGE"
587727227840233600,"00:24:22.60","-08:48:00.8",30,0.056,0.901,"S","EDGE"
587727227840364672,"00:25:22.43","-08:46:30.6",24,0.049,0.951,"S","EDGE"
587727227840823424,"00:29:39.54","-08:47:14.6",44,0.559,0.441,"U","U"
587727227840823424,"00:29:48.26","-08:49:18.1",29,0.671,0.269,"U","U"
587727227840823424,"00:29:51.83","-08:48:29.2",55,0.13,0.846,"S","EDGE"
587727227841282176,"00:33:48.05","-08:55:27.7",30,0.576,0.424,"S","CW"
587727227841282176,"00:33:48.66","-08:44:29.6",30,0.04,0.886,"S","EDGE"
587727227841282176,"00:33:50.18","-08:50:26.2",61,0.154,0.559,"U","U"
587727227841282176,"00:33:51.89","-08:55:39.9",36,0.651,0.123,"U","U"
587727227841282176,"00:33:57.90","-08:53:56.0",56,0.445,0.462,"U","U"
587727227841282176,"00:33:59.16","-08:49:13.6",34,0.588,0.147,"U","U"
587727227841282176,"00:34:03.69","-08:43:59.0",32,0.651,0.284,"U","U"
587727227841282176,"00:34:05.00","-08:49:25.8",26,0.342,0.658,"S","EDGE"
587727227841282176,"00:34:09.06","-08:45:04.1",70,0.477,0.44,"U","U"
587727227841282176,"00:34:14.54","-08:52:36.1",30,0.627,0.188,"U","U"
587727227841675392,"00:37:41.43","-08:49:44.8",31,0.151,0.796,"S","EDGE"
587727227841806464,"00:38:51.11","-08:44:10.6",33,0.151,0.729,"U","U"
587727227841806464,"00:38:52.28","-08:50:24.7",27,0.077,0.431,"U","U"
587727227841806464,"00:38:53.55","-08:55:01.7",68,0.702,0.25,"U","U"
587727227841806464,"00:39:06.77","-08:47:58.4",31,0.869,0.131,"U","U"
587727227843182848,"00:51:20.41","-08:40:35.4",37,0.151,0.612,"U","U"
587727227844427904,"01:02:47.22","-08:37:18.0",27,0.106,0.703,"U","U"
587727227844427904,"01:02:57.96","-08:36:20.7",54,0.297,0.421,"U","U"
587727227844427904,"01:03:00.29","-08:45:02.6",37,0.049,0.924,"S","EDGE"
587730774428156032,"00:23:39.30","+15:04:02.7",58,0.013,0.898,"S","ACW"
587730774428156032,"00:23:41.76","+15:09:29.6",22,0.682,0.318,"S","ACW"
587730774428156032,"00:23:42.14","+15:05:23.3",20,0.9,0,"E","E4"
587731185673240704,"00:56:24.63","-00:33:03.2",27,0.486,0.37,"U","U"
587731185673240704,"00:56:26.44","-00:35:56.3",36,0.021,0.804,"U","U"
587731185673240704,"00:56:27.84","-00:37:40.9",24,0.511,0.345,"U","U"
587731185673240704,"00:56:35.88","-00:31:52.0",33,0.515,0.455,"U","U"
587731186743705728,"00:26:24.48","+00:23:32.2",33,0.848,0.03,"E","E7"
587731186743705728,"00:26:30.62","+00:13:59.9",29,0.364,0.499,"U","U"
587731186743705728,"00:26:39.48","+00:17:48.1",23,0.12,0.801,"S","EDGE"
587731186743705728,"00:26:55.76","+00:18:10.6",38,0.048,0.846,"S","ACW"
587731186744164480,"00:30:37.28","+00:12:56.0",47,0.828,0.064,"U","U"
587731186744164480,"00:30:57.71","+00:22:03.4",63,0.034,0.95,"S","ACW"
587731186744164480,"00:31:01.45","+00:14:05.1",29,0.764,0.198,"U","U"
587731186744164480,"00:31:07.36","+00:20:55.0",30,0.346,0.438,"U","U"
587731186744164480,"00:31:08.37","+00:22:02.9",54,0.478,0.486,"U","U"
587731186745933952,"00:47:04.14","+00:18:45.7",29,0.117,0.74,"U","U"
587731186745933952,"00:47:09.57","+00:21:06.6",33,0.125,0.823,"S","EDGE"
587731186745933952,"00:47:16.89","+00:21:29.4",23,0.804,0.196,"U","U"
587731187283460352,"00:53:12.22","+00:48:21.9",65,0.592,0.268,"U","U"
587731187817250944,"00:24:37.24","+01:03:19.2",22,0.116,0.781,"U","U"
587731187817250944,"00:25:07.05","+01:14:21.6",72,0.863,0.093,"U","U"
587731187817906304,"00:31:00.26","+01:14:38.3",58,0.008,0.974,"S","ACW"
587731187817906304,"00:31:04.12","+01:05:49.0",54,0.003,0.997,"S","CW"
587731187818233984,"00:33:40.42","+01:03:17.7",28,0.118,0.532,"U","U"
587731187818233984,"00:34:05.30","+01:14:04.5",27,0.63,0.37,"U","U"
587731187819020416,"00:41:12.96","+01:06:42.5",34,0.207,0.58,"U","U"
587731187819020416,"00:41:21.97","+01:09:10.3",29,0.258,0.647,"U","U"
587731187819479168,"00:45:09.53","+01:05:16.4",55,0.073,0.811,"S","CW"
587731187819479168,"00:45:30.15","+01:13:40.6",58,0.558,0.092,"U","U"
587731187819675776,"00:47:12.47","+01:03:50.3",54,0.131,0.82,"S","CW"
588015507661127808,"00:21:28.22","-01:12:42.1",59,0.013,0.987,"S","EDGE"
588015507661127808,"00:21:33.92","-01:07:26.3",25,0.021,0.979,"S","EDGE"
588015507661127808,"00:21:50.57","-01:04:56.0",32,0.312,0.426,"U","U"
588015507663814784,"00:46:00.34","-01:10:12.6",30,0.291,0.606,"U","U"
588015507663814784,"00:46:09.16","-01:09:37.4",60,0.75,0.117,"U","U"
588015507663814784,"00:46:15.11","-01:05:37.7",65,0.674,0.15,"U","U"
588015507663814784,"00:46:26.79","-01:12:09.3",32,0.032,0.893,"S","CW"
588015507663814784,"00:46:27.69","-01:03:37.8",28,0.25,0.036,"U","U"
588015508198129792,"00:22:42.71","-00:41:21.3",38,0.758,0.155,"E","E4"
588015508198129792,"00:22:45.11","-00:42:07.1",59,0.279,0.64,"U","U"
588015508198129792,"00:22:52.19","-00:47:29.7",33,0.139,0.673,"U","U"
588015508198129792,"00:22:55.91","-00:49:04.5",52,0.375,0.211,"U","U"
588015508200095872,"00:40:56.44","-00:44:11.8",38,0.411,0.307,"U","U"
588015508735918336,"00:31:31.65","-00:15:56.4",35,0.913,0.058,"E","E0"
588015508737360128,"00:44:38.88","-00:21:44.1",50,0.066,0.762,"U","U"
588015508738343040,"00:53:23.74","-00:12:54.0",39,0.049,0.793,"U","U"
588015508739326080,"01:02:22.28","-00:19:15.2",36,0.303,0.56,"U","U"
588015508739326080,"01:02:26.19","-00:20:15.3",29,0.84,0.16,"U","U"
588015509271871616,"00:22:44.73","+00:03:07.4",36,0.888,0.084,"E","E2"
588015509271871616,"00:22:52.25","+00:05:18.6",41,0.033,0.967,"S","EDGE"
