id HubbleType isElliptical
77712 Sd-Irr NotElliptical
77713 Sd-Irr NotElliptical
77714 Sab-Scd NotElliptical
77718 Sd-Irr NotElliptical
77752 Sab-Scd NotElliptical
77788 - LBS
77845 Sd-Irr NotElliptical
77967 S0-Sa NotElliptical
77968 Sab-Scd NotElliptical
77998 Sd-Irr NotElliptical
78018 Sab-Scd NotElliptical
78126 Sd-Irr NotElliptical
78143 S0-Sa NotElliptical
78180 Sd-Irr NotElliptical
78258 - LBS
78279 Sd-Irr NotElliptical
78350 E Elliptical
78355 S0-Sa NotElliptical
78406 Sd-Irr NotElliptical
78425 S0-Sa NotElliptical
78428 Sd-Irr NotElliptical
78485 Sd-Irr NotElliptical
78490 Sab-Scd NotElliptical
78509 Sd-Irr NotElliptical
78520 Sab-Scd NotElliptical
78522 E Elliptical
78523 Sab-Scd NotElliptical
78528 Sd-Irr NotElliptical
78530 E Elliptical
78531 Sab-Scd NotElliptical
78548 LBS NotElliptical
78553 Sab-Scd NotElliptical
78559 Sd-Irr NotElliptical
78577 Sd-Irr NotElliptical
78598 Sd-Irr NotElliptical
78623 Sab-Scd NotElliptical
78629 LBS NotElliptical
78633 - Elliptical
78634 S0-Sa NotElliptical
78651 Sd-Irr NotElliptical
78659 - Elliptical
78660 - Elliptical
78667 Sab-Scd NotElliptical
78668 - Elliptical
78673 Sd-Irr NotElliptical
78675 - Elliptical
78681 Sd-Irr NotElliptical
78696 LBS NotElliptical
78711 Sd-Irr NotElliptical
78723 Sd-Irr NotElliptical
78724 Sd-Irr NotElliptical
78728 Sd-Irr NotElliptical
78732 Sab-Scd NotElliptical
78740 E Elliptical
78743 Sd-Irr NotElliptical
78752 Sd-Irr NotElliptical
78760 LBS LBS
78772 LBS LBS
78791 Sab-Scd NotElliptical
78800 S0-Sa NotElliptical
78814 Sd-Irr NotElliptical
78842 Sab-Scd NotElliptical
78865 Sd-Irr NotElliptical
78911 Sd-Irr NotElliptical
78921 Sab-Scd NotElliptical
78977 Sd-Irr NotElliptical
79010 - LBS
79036 Sd-Irr NotElliptical
79055 Sab-Scd NotElliptical
79065 Sd-Irr NotElliptical
79075 - Elliptical
79084 Sd-Irr NotElliptical
79098 Sd-Irr NotElliptical
79171 LBS LBS
79172 - Elliptical
79208 LBS NotElliptical
79209 Sab-Scd NotElliptical
79224 Sd-Irr NotElliptical
79257 Sab-Scd NotElliptical
79261 - LBS
79294 Sd-Irr NotElliptical
79301 Sab-Scd NotElliptical
79302 - Elliptical
79529 Sd-Irr NotElliptical
79537 - Elliptical
79553 Sd-Irr NotElliptical
79566 LBS LBS
79568 LBS NotElliptical
79592 - Elliptical
79601 Sd-Irr NotElliptical
79626 Sd-Irr NotElliptical
79635 Sab-Scd NotElliptical
79670 Sab-Scd NotElliptical
79681 S0-Sa NotElliptical
79688 E Elliptical
79690 Sd-Irr NotElliptical
79693 Sab-Scd NotElliptical
79700 Sd-Irr NotElliptical
79705 Sd-Irr NotElliptical
79706 E Elliptical
79710 Sd-Irr NotElliptical
79711 S0-Sa NotElliptical
79712 Sd-Irr NotElliptical
79726 Sd-Irr NotElliptical
79733 E Elliptical
79734 LBS NotElliptical
79736 Sd-Irr NotElliptical
79743 Sd-Irr NotElliptical
79744 LBS NotElliptical
79748 - Elliptical
79771 Sd-Irr NotElliptical
79773 Sd-Irr NotElliptical
79775 Sd-Irr NotElliptical
79810 E Elliptical
79811 LBS NotElliptical
79813 Sab-Scd NotElliptical
79829 Sd-Irr NotElliptical
79834 E Elliptical
79836 S0-Sa NotElliptical
79837 LBS LBS
79840 LBS LBS
79849 S0-Sa NotElliptical
79850 Sd-Irr NotElliptical
79862 Sd-Irr NotElliptical
79866 E Elliptical
79876 - Elliptical
79889 Sd-Irr NotElliptical
79901 Sd-Irr NotElliptical
83809 - Elliptical
83834 Sd-Irr NotElliptical
83849 Sd-Irr NotElliptical
83872 Sd-Irr NotElliptical
83904 - Elliptical
83928 Sd-Irr NotElliptical
84048 Sd-Irr NotElliptical
84106 E Elliptical
84107 Sab-Scd NotElliptical
84226 Sd-Irr NotElliptical
84296 Sd-Irr NotElliptical
84297 - Elliptical
84335 - Elliptical
84461 - Elliptical
84517 - Elliptical
84521 - Elliptical
84601 Sd-Irr NotElliptical
84610 - Elliptical
84655 - Elliptical
84658 LBS NotElliptical
84677 S0-Sa NotElliptical
84680 E Elliptical
84692 Sd-Irr NotElliptical
84705 Sab-Scd NotElliptical
84734 - Elliptical
84740 - Elliptical
84743 - Elliptical
84752 - Elliptical
84763 - Elliptical
84764 - Elliptical
84897 - Elliptical
84900 S0-Sa NotElliptical
84910 Sd-Irr NotElliptical
84982 - Elliptical
85012 - Elliptical
85114 LBS NotElliptical
85137 Sd-Irr NotElliptical
85160 - Elliptical
85205 E Elliptical
85213 Sd-Irr NotElliptical
85217 Sd-Irr NotElliptical
85239 - Elliptical
85361 LBS LBS
85416 E Elliptical
85423 Sd-Irr NotElliptical
85448 - Elliptical
85464 Sd-Irr NotElliptical
85474 S0-Sa NotElliptical
85479 Sab-Scd NotElliptical
85481 Sab-Scd NotElliptical
85507 Sab-Scd NotElliptical
85557 Sd-Irr NotElliptical
85559 - Elliptical
85638 - Elliptical
85643 Sd-Irr NotElliptical
85667 - Elliptical
85707 - Elliptical
85810 - Elliptical
85814 - Elliptical
85845 Sd-Irr NotElliptical
85881 Sd-Irr NotElliptical
85884 - Elliptical
85919 LBS NotElliptical
85924 - Elliptical
85995 - Elliptical
86115 Sd-Irr NotElliptical
86116 LBS NotElliptical
86215 Sd-Irr NotElliptical
86270 - Elliptical
86278 Sd-Irr NotElliptical
91328 - Elliptical
91384 Sd-Irr NotElliptical
91399 - Elliptical
91415 - Elliptical
91458 Sd-Irr NotElliptical
91473 Sd-Irr NotElliptical
91500 Sd-Irr NotElliptical
91510 Sd-Irr LBS
91511 LBS LBS
91543 - Elliptical
91545 E Elliptical
91568 E Elliptical
91572 LBS NotElliptical
91579 Sd-Irr NotElliptical
91582 E Elliptical
91616 Sd-Irr NotElliptical
91627 Sab-Scd NotElliptical
91633 - LBS
91634 Sab-Scd NotElliptical
91649 S0-Sa NotElliptical
91669 Sd-Irr NotElliptical
91671 Sd-Irr NotElliptical
91686 S0-Sa NotElliptical
91689 E Elliptical
91692 S0-Sa NotElliptical
91694 Sd-Irr NotElliptical
91695 Sab-Scd NotElliptical
91697 E Elliptical
91713 Sd-Irr NotElliptical
91769 - LBS
91919 Sd-Irr NotElliptical
91920 LBS NotElliptical
91926 S0-Sa NotElliptical
91954 Sd-Irr NotElliptical
91961 - Elliptical
91962 - Elliptical
91963 E Elliptical
91964 LBS LBS
91971 LBS NotElliptical
91973 Sd-Irr NotElliptical
91984 Sd-Irr NotElliptical
91988 E Elliptical
91989 E Elliptical
91996 S0-Sa NotElliptical
91997 Sab-Scd NotElliptical
91999 E Elliptical
92000 E Elliptical
92002 Sab-Scd NotElliptical
92010 E Elliptical
92012 Sab-Scd NotElliptical
92019 Sd-Irr NotElliptical
92022 Sd-Irr NotElliptical
92026 Sab-Scd NotElliptical
92031 LBS NotElliptical
92039 Sab-Scd NotElliptical
92040 Sab-Scd NotElliptical
92055 Sd-Irr NotElliptical
92056 Sd-Irr NotElliptical
92059 Sd-Irr NotElliptical
92060 Sd-Irr NotElliptical
92068 Sd-Irr NotElliptical
92072 Sd-Irr NotElliptical
92073 LBS NotElliptical
92082 Sd-Irr LBS
92091 Sd-Irr NotElliptical
92107 Sd-Irr NotElliptical
92137 Sd-Irr NotElliptical
92141 Sd-Irr NotElliptical
92212 - Elliptical
92335 Sd-Irr NotElliptical
92337 Sd-Irr NotElliptical
92404 Sd-Irr NotElliptical
92427 Sd-Irr NotElliptical
92431 - Elliptical
92434 - Elliptical
92435 - Elliptical
92455 - Elliptical
92592 - Elliptical
92647 Sd-Irr NotElliptical
92649 Sd-Irr NotElliptical
92667 Sd-Irr NotElliptical
92674 Sd-Irr NotElliptical
92676 Sab-Scd NotElliptical
92683 Sab-Scd NotElliptical
92684 E Elliptical
92691 LBS NotElliptical
92694 LBS NotElliptical
92695 Sd-Irr NotElliptical
92717 Sd-Irr NotElliptical
92723 Sab-Scd NotElliptical
92727 - Elliptical
92729 S0-Sa NotElliptical
92731 - LBS
92732 Sd-Irr NotElliptical
92736 Sab-Scd NotElliptical
92737 - Elliptical
92739 Sab-Scd NotElliptical
92743 Sd-Irr NotElliptical
92756 Sd-Irr NotElliptical
92764 Sd-Irr NotElliptical
92773 E Elliptical
92777 Sab-Scd NotElliptical
92778 - Elliptical
92779 S0-Sa NotElliptical
92782 - Elliptical
92810 Sd-Irr NotElliptical
92875 - Elliptical
92884 - Elliptical
92892 LBS LBS
92893 Sd-Irr NotElliptical
92894 Sd-Irr NotElliptical
92895 Sd-Irr LBS
92900 Sd-Irr NotElliptical
92904 LBS NotElliptical
92926 Sd-Irr NotElliptical
92944 S0-Sa NotElliptical
92960 Sd-Irr NotElliptical
92991 Sd-Irr NotElliptical
93015 Sd-Irr NotElliptical
93019 E Elliptical
93020 E Elliptical
93029 Sd-Irr NotElliptical
93052 Sd-Irr NotElliptical
93059 LBS LBS
93126 Sd-Irr NotElliptical
93167 Sd-Irr NotElliptical
93168 Sd-Irr NotElliptical
93170 Sab-Scd LBS
93206 - LBS
93227 Sd-Irr NotElliptical
93229 Sd-Irr NotElliptical
93259 Sab-Scd NotElliptical
93354 Sab-Scd NotElliptical
93414 Sd-Irr NotElliptical
93416 Sd-Irr NotElliptical
93452 - LBS
93500 Sd-Irr NotElliptical
93544 Sd-Irr LBS
93604 Sab-Scd NotElliptical
93671 Sab-Scd NotElliptical
93674 Sab-Scd NotElliptical
93676 - Elliptical
93700 - Elliptical
93722 Sd-Irr NotElliptical
93750 Sab-Scd NotElliptical
93760 Sab-Scd NotElliptical
93803 E Elliptical
93807 E Elliptical
93822 Sd-Irr NotElliptical
93823 Sd-Irr NotElliptical
93824 Sd-Irr NotElliptical
93825 Sd-Irr NotElliptical
93829 Sab-Scd NotElliptical
93832 Sab-Scd NotElliptical
93833 Sd-Irr NotElliptical
93834 LBS LBS
93836 LBS LBS
93885 Sd-Irr NotElliptical
93907 - Elliptical
93964 E Elliptical
93970 - Elliptical
94003 Sab-Scd NotElliptical
94004 LBS LBS
97858 - Elliptical
97878 Sd-Irr NotElliptical
97907 - Elliptical
97908 - Elliptical
97915 - Elliptical
97918 - Elliptical
97926 - Elliptical
98067 - Elliptical
98097 S0-Sa NotElliptical
98143 Sd-Irr NotElliptical
98209 Sd-Irr NotElliptical
98211 - Elliptical
98212 Sab-Scd NotElliptical
98409 E Elliptical
98440 Sab-Scd NotElliptical
98441 Sab-Scd NotElliptical
98537 Sd-Irr NotElliptical
98621 - Elliptical
98652 Sd-Irr NotElliptical
98750 Sd-Irr NotElliptical
98761 Sd-Irr NotElliptical
98827 E Elliptical
98880 - Elliptical
98934 Sd-Irr NotElliptical
98957 - Elliptical
98991 - Elliptical
99028 - Elliptical
99031 - Elliptical
99034 - Elliptical
99035 - Elliptical
99036 - LBS
99078 Sab-Scd NotElliptical
99116 - Elliptical
99120 - Elliptical
99121 - Elliptical
99151 - Elliptical
99203 - Elliptical
99213 Sd-Irr NotElliptical
99232 Sab-Scd NotElliptical
99259 Sd-Irr NotElliptical
99272 Sd-Irr NotElliptical
99290 Sd-Irr NotElliptical
99326 Sd-Irr NotElliptical
99332 Sd-Irr NotElliptical
99410 Sd-Irr NotElliptical
99428 E Elliptical
99430 S0-Sa NotElliptical
99464 Sab-Scd NotElliptical
99511 Sd-Irr NotElliptical
99513 Sd-Irr NotElliptical
99530 Sd-Irr NotElliptical
99570 LBS NotElliptical
99606 Sd-Irr NotElliptical
99633 Sd-Irr NotElliptical
99671 Sd-Irr NotElliptical
99687 S0-Sa NotElliptical
99742 S0-Sa NotElliptical
99795 Sd-Irr NotElliptical
99854 - Elliptical
99878 - Elliptical
99928 - Elliptical
99931 - Elliptical
99933 - Elliptical
99934 - Elliptical
99973 - Elliptical
99983 - Elliptical
100083 - Elliptical
100105 - Elliptical
100119 - Elliptical
100162 Sd-Irr NotElliptical
100175 Sd-Irr NotElliptical
100192 Sab-Scd NotElliptical
105376 Sab-Scd NotElliptical
105418 E Elliptical
105419 E Elliptical
105446 Sd-Irr NotElliptical
105447 Sab-Scd NotElliptical
105448 Sab-Scd NotElliptical
105531 Sd-Irr NotElliptical
105573 LBS NotElliptical
105589 LBS LBS
105597 S0-Sa NotElliptical
105600 Sd-Irr NotElliptical
105690 Sd-Irr NotElliptical
105719 Sd-Irr NotElliptical
105723 Sd-Irr NotElliptical
105730 Sd-Irr NotElliptical
105733 Sd-Irr NotElliptical
105735 Sd-Irr NotElliptical
105738 S0-Sa NotElliptical
105765 Sd-Irr NotElliptical
105770 Sd-Irr NotElliptical
105805 Sab-Scd NotElliptical
105880 LBS LBS
105883 Sd-Irr NotElliptical
105910 Sd-Irr NotElliptical
105962 Sd-Irr NotElliptical
105976 LBS NotElliptical
105990 LBS NotElliptical
106014 Sd-Irr NotElliptical
106015 Sd-Irr NotElliptical
106016 S0-Sa NotElliptical
106020 Sd-Irr NotElliptical
106030 Sd-Irr LBS
106042 Sab-Scd NotElliptical
106047 S0-Sa NotElliptical
106049 Sd-Irr NotElliptical
106065 Sab-Scd NotElliptical
106078 Sd-Irr NotElliptical
106127 - LBS
106167 Sd-Irr LBS
106252 Sab-Scd NotElliptical
106255 - Elliptical
106288 - Elliptical
106293 Sd-Irr NotElliptical
106331 Sab-Scd NotElliptical
106343 Sd-Irr NotElliptical
106363 Sd-Irr NotElliptical
106376 Sab-Scd NotElliptical
106379 Sab-Scd NotElliptical
106387 Sab-Scd NotElliptical
106389 Sab-Scd NotElliptical
106399 Sd-Irr NotElliptical
106401 Sd-Irr NotElliptical
106422 Sd-Irr NotElliptical
106490 Sd-Irr NotElliptical
106496 Sd-Irr NotElliptical
106507 Sd-Irr NotElliptical
106511 - Elliptical
106549 E Elliptical
106607 Sd-Irr NotElliptical
106616 Sab-Scd NotElliptical
106635 Sd-Irr NotElliptical
106704 Sd-Irr NotElliptical
106717 Sab-Scd NotElliptical
106746 Sd-Irr NotElliptical
106763 Sd-Irr NotElliptical
106772 Sd-Irr NotElliptical
106784 Sd-Irr NotElliptical
106810 Sab-Scd NotElliptical
106812 Sd-Irr NotElliptical
106815 - Elliptical
106833 Sd-Irr NotElliptical
106834 Sd-Irr NotElliptical
106839 S0-Sa NotElliptical
106947 Sd-Irr NotElliptical
107007 - Elliptical
107014 - Elliptical
107033 Sd-Irr NotElliptical
107072 S0-Sa NotElliptical
107135 - Elliptical
107139 Sd-Irr NotElliptical
107151 Sd-Irr NotElliptical
107192 Sd-Irr NotElliptical
107214 Sab-Scd NotElliptical
107226 Sd-Irr NotElliptical
107258 LBS NotElliptical
107259 Sd-Irr NotElliptical
107277 - Elliptical
107278 - Elliptical
107279 LBS NotElliptical
107280 - Elliptical
107303 Sab-Scd NotElliptical
107349 - Elliptical
107395 Sab-Scd NotElliptical
107416 - Elliptical
107424 Sd-Irr NotElliptical
107454 E Elliptical
107488 Sd-Irr NotElliptical
107503 S0-Sa NotElliptical
107528 E Elliptical
107548 Sd-Irr NotElliptical
107549 Sd-Irr NotElliptical
107583 Sd-Irr NotElliptical
107594 Sab-Scd NotElliptical
107618 Sd-Irr NotElliptical
107640 - Elliptical
107650 Sab-Scd NotElliptical
107799 Sab-Scd NotElliptical
107824 S0-Sa NotElliptical
107826 LBS LBS
107859 - LBS
107879 Sd-Irr NotElliptical
107916 Sd-Irr NotElliptical
116300 E Elliptical
116305 Sab-Scd NotElliptical
116308 S0-Sa NotElliptical
116310 - Elliptical
116326 LBS LBS
116332 Sab-Scd NotElliptical
116334 S0-Sa NotElliptical
116353 Sd-Irr NotElliptical
116370 Sab-Scd NotElliptical
116384 Sd-Irr NotElliptical
116529 Sd-Irr NotElliptical
116688 Sd-Irr LBS
116765 - Elliptical
116893 S0-Sa NotElliptical
116899 S0-Sa NotElliptical
116948 - Elliptical
117062 Sd-Irr NotElliptical
117073 - Elliptical
117080 - Elliptical
117204 Sd-Irr LBS
117205 - Elliptical
117207 E Elliptical
117218 - Elliptical
117225 - Elliptical
117278 - Elliptical
117279 - Elliptical
117290 - Elliptical
117295 - Elliptical
117313 - Elliptical
117326 - Elliptical
117360 - Elliptical
117383 Sd-Irr NotElliptical
117403 - Elliptical
117446 - Elliptical
117472 Sd-Irr NotElliptical
117476 - Elliptical
117484 - Elliptical
117486 LBS LBS
117519 Sd-Irr NotElliptical
117540 - Elliptical
117577 Sd-Irr NotElliptical
117601 Sd-Irr NotElliptical
118211 S0-Sa NotElliptical
118213 S0-Sa NotElliptical
118214 E Elliptical
118215 E Elliptical
118219 E Elliptical
118280 Sd-Irr NotElliptical
118368 - Elliptical
118369 - Elliptical
118425 Sab-Scd NotElliptical
118671 E Elliptical
118674 - Elliptical
118703 - Elliptical
118730 Sab-Scd NotElliptical
118764 LBS LBS
118806 Sd-Irr NotElliptical
118980 - Elliptical
118982 - Elliptical
119004 Sd-Irr NotElliptical
119081 - Elliptical
119158 - Elliptical
122892 Sab-Scd NotElliptical
122896 E Elliptical
122920 E Elliptical
122924 S0-Sa NotElliptical
122930 E Elliptical
122934 E Elliptical
122960 LBS LBS
122975 Sd-Irr NotElliptical
122979 - Elliptical
122982 S0-Sa NotElliptical
123077 Sd-Irr NotElliptical
123084 LBS LBS
123112 Sab-Scd NotElliptical
123182 Sd-Irr LBS
123185 - Elliptical
123208 - Elliptical
123215 E Elliptical
123243 Sd-Irr NotElliptical
123254 Sab-Scd NotElliptical
123260 Sd-Irr NotElliptical
123261 S0-Sa NotElliptical
123263 Sab-Scd NotElliptical
123269 Sd-Irr NotElliptical
123328 LBS NotElliptical
123330 S0-Sa NotElliptical
123368 Sd-Irr NotElliptical
123377 Sab-Scd NotElliptical
123424 - Elliptical
123457 E Elliptical
123464 LBS LBS
123466 S0-Sa NotElliptical
123467 E Elliptical
123469 Sab-Scd NotElliptical
123475 Sd-Irr NotElliptical
123501 LBS NotElliptical
123511 - Elliptical
123580 Sd-Irr NotElliptical
123598 S0-Sa NotElliptical
123599 Sd-Irr NotElliptical
123641 Sab-Scd NotElliptical
123643 Sab-Scd LBS
123651 Sab-Scd NotElliptical
123652 LBS LBS
123687 S0-Sa NotElliptical
123690 E Elliptical
123691 - Elliptical
123711 Sd-Irr NotElliptical
123786 - Elliptical
123802 - Elliptical
123805 - Elliptical
123807 - Elliptical
123813 - Elliptical
123827 Sd-Irr NotElliptical
123843 - Elliptical
123854 - Elliptical
123855 - Elliptical
123920 Sab-Scd NotElliptical
123923 - Elliptical
123924 - Elliptical
123987 Sab-Scd NotElliptical
124125 - Elliptical
124140 - LBS
124156 - Elliptical
124205 Sab-Scd NotElliptical
124277 Sd-Irr NotElliptical
124300 Sd-Irr NotElliptical
124305 - Elliptical
124340 Sd-Irr NotElliptical
124345 - Elliptical
124346 - Elliptical
124348 Sd-Irr NotElliptical
124371 - Elliptical
124372 - Elliptical
124375 - Elliptical
124377 - Elliptical
124378 - Elliptical
124380 - Elliptical
124408 - Elliptical
124410 - Elliptical
124416 - Elliptical
124418 - Elliptical
124419 - Elliptical
124420 - Elliptical
124425 - Elliptical
124426 - Elliptical
124429 - Elliptical
124430 - Elliptical
124433 - Elliptical
124434 - Elliptical
124435 - Elliptical
124437 - Elliptical
124440 - Elliptical
124441 - Elliptical
124443 - Elliptical
124469 - Elliptical
124480 Sab-Scd NotElliptical
124485 - Elliptical
124511 Sd-Irr NotElliptical
124524 - Elliptical
124528 - Elliptical
124569 Sd-Irr NotElliptical
124631 Sd-Irr NotElliptical
124759 - Elliptical
124791 Sd-Irr NotElliptical
124806 - Elliptical
124828 - Elliptical
124830 - Elliptical
124966 - Elliptical
124997 S0-Sa NotElliptical
125026 - Elliptical
125056 Sd-Irr NotElliptical
125066 Sab-Scd NotElliptical
125192 - Elliptical
125199 - Elliptical
125208 Sd-Irr NotElliptical
125232 S0-Sa NotElliptical
125233 Sd-Irr NotElliptical
125241 - LBS
125254 Sd-Irr NotElliptical
125262 Sd-Irr NotElliptical
125363 - Elliptical
125402 Sab-Scd NotElliptical
125512 - Elliptical
125527 Sd-Irr NotElliptical
125543 Sd-Irr LBS
125631 - Elliptical
125689 - Elliptical
125696 - Elliptical
125746 E Elliptical
125773 - Elliptical
129721 Sd-Irr LBS
129768 - Elliptical
129775 Sab-Scd NotElliptical
129778 - Elliptical
129807 - Elliptical
129866 LBS LBS
129908 Sab-Scd NotElliptical
129933 Sab-Scd NotElliptical
129952 - Elliptical
129976 E Elliptical
129977 E Elliptical
129979 E LBS
129980 Sd-Irr NotElliptical
129983 S0-Sa NotElliptical
129985 Sd-Irr NotElliptical
129986 S0-Sa NotElliptical
129988 Sd-Irr NotElliptical
129998 Sd-Irr NotElliptical
130005 Sab-Scd LBS
130007 - Elliptical
130016 Sab-Scd NotElliptical
130025 Sd-Irr NotElliptical
130030 E Elliptical
130038 S0-Sa NotElliptical
130061 - Elliptical
130063 - Elliptical
130067 - Elliptical
130101 Sd-Irr NotElliptical
130111 - LBS
130139 - Elliptical
130143 - Elliptical
130205 - Elliptical
130207 - Elliptical
130213 - Elliptical
130214 - Elliptical
130216 - Elliptical
130223 - Elliptical
130226 - Elliptical
130259 - Elliptical
130260 - Elliptical
130262 - Elliptical
130264 - Elliptical
130281 Sd-Irr NotElliptical
130286 - LBS
130330 Sab-Scd NotElliptical
130439 - Elliptical
130492 Sd-Irr NotElliptical
130574 - Elliptical
130811 - Elliptical
130845 - Elliptical
130873 Sab-Scd NotElliptical
130876 - LBS
130906 - Elliptical
130908 - LBS
130932 Sab-Scd NotElliptical
130933 S0-Sa NotElliptical
130963 E Elliptical
130971 - Elliptical
130981 - Elliptical
130983 - Elliptical
131037 Sd-Irr NotElliptical
131042 - Elliptical
131043 - Elliptical
131067 Sd-Irr NotElliptical
131087 Sab-Scd NotElliptical
131124 - Elliptical
131130 - Elliptical
131131 - LBS
131150 Sd-Irr NotElliptical
131175 Sd-Irr NotElliptical
131270 LBS LBS
131412 LBS NotElliptical
131413 Sd-Irr LBS
131415 - Elliptical
131420 - Elliptical
131421 - Elliptical
131517 Sab-Scd NotElliptical
131552 Sab-Scd NotElliptical
131590 - LBS
131715 Sd-Irr NotElliptical
131876 - Elliptical
131877 - Elliptical
131878 - Elliptical
131879 LBS LBS
131890 Sd-Irr NotElliptical
131936 - Elliptical
131971 Sab-Scd NotElliptical
132042 Sd-Irr NotElliptical
132142 - Elliptical
132145 - Elliptical
132176 - Elliptical
132198 Sab-Scd NotElliptical
132261 - Elliptical
132262 - Elliptical
132289 - Elliptical
132367 - Elliptical
132399 - Elliptical
132521 - Elliptical
136232 S0-Sa NotElliptical
136234 Sd-Irr NotElliptical
136243 Sab-Scd NotElliptical
136263 Sab-Scd NotElliptical
136308 - Elliptical
136312 - Elliptical
136313 - Elliptical
136362 - Elliptical
136417 Sd-Irr NotElliptical
136442 E Elliptical
136443 - Elliptical
136511 Sd-Irr NotElliptical
136514 Sd-Irr NotElliptical
136526 - Elliptical
136594 Sd-Irr NotElliptical
136595 Sd-Irr NotElliptical
136602 E Elliptical
136603 Sd-Irr NotElliptical
136622 LBS NotElliptical
136626 Sab-Scd NotElliptical
136638 Sab-Scd NotElliptical
136672 Sd-Irr NotElliptical
136688 S0-Sa NotElliptical
136696 - Elliptical
136727 Sd-Irr NotElliptical
136799 - Elliptical
136830 Sd-Irr NotElliptical
136842 E Elliptical
136845 LBS LBS
136847 S0-Sa NotElliptical
136851 - Elliptical
136856 Sd-Irr NotElliptical
136861 - Elliptical
136871 E Elliptical
136881 Sab-Scd NotElliptical
136894 Sd-Irr NotElliptical
136917 Sd-Irr NotElliptical
136918 Sab-Scd NotElliptical
136947 - LBS
136951 - LBS
136980 Sd-Irr NotElliptical
136998 - Elliptical
137033 - Elliptical
137037 - Elliptical
137071 LBS NotElliptical
137074 - Elliptical
137080 - Elliptical
137081 - Elliptical
137206 - Elliptical
137208 - Elliptical
137350 Sab-Scd NotElliptical
137414 - Elliptical
137455 Sab-Scd NotElliptical
137732 - Elliptical
137789 Sd-Irr NotElliptical
137806 Sab-Scd NotElliptical
137817 Sd-Irr NotElliptical
137838 E Elliptical
137841 LBS NotElliptical
137849 - Elliptical
137853 - Elliptical
137883 Sd-Irr NotElliptical
138044 - Elliptical
138047 Sab-Scd NotElliptical
138064 E Elliptical
138066 Sd-Irr NotElliptical
138094 Sd-Irr NotElliptical
138132 Sd-Irr NotElliptical
138142 - Elliptical
138161 Sd-Irr NotElliptical
138191 - Elliptical
138259 Sab-Scd NotElliptical
138346 - Elliptical
138468 LBS NotElliptical
138569 - Elliptical
138610 Sd-Irr NotElliptical
138662 - Elliptical
138671 LBS NotElliptical
138827 - Elliptical
138828 - Elliptical
138862 - Elliptical
138899 Sd-Irr NotElliptical
